20240911	1100	20240916	1100	130600	999999	0	0	1	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		486	150	0	20600	0	0	7000	0	2500	0	500	0	0	0	★확률, 상세 내용은 배너를 클릭!★「살아남아라! 개복치!」콜라보 뽑기 등장!	0	0	0
20240913	1100	20240916	1100	130600	999999	0	0	1	1	883	150	0	4216	0	0	6470	0	2600	0	900	0	30	0	★확률, 상세 내용은 배너를 클릭!★한정 레전드 레어 '해질녘의 이자나미' 참전!★울슈레 출현율 초 UP!
20240916	1100	20240930	1100	130600	999999	0	0	4	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0				32	0	0	0	1400	0	5000	0	3000	0	600	1	0	0	【고양이의 여름 방학】 전설의 트랩으로 돌릴 수 있는 한정 뽑기! ★9월 30일 11시까지	이 뽑기를 	번 더 돌리면 생물 캐릭터 3종류 중 1개가 반드시 출현!
20240916	1100	20240923	1100	130600	999999	0	0	0	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		65	0	0	2	500	0	6900	0	2000	0	500	0	100	0	☆기간 한정★높은 확률로 캣츠아이를 획득할 수 있는 특별 뽑기!☆
20240916	1100	20240918	1100	130600	999999	0	0	1	1	742	150	0	16384	0	0	6970	0	2500	0	500	0	30	0	★확률, 상세 내용은 배너를 클릭!★초생명체 특효를 가진 캐릭터 '고양이 텐구' 참전!
20240916	1100	20240918	1100	130600	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		836	150	0	16384	0	0	6970	0	2500	0	500	0	30	0	★확률, 상세 내용은 배너를 클릭!★진화 시 3속성에 맷집이 좋은 캐릭터 '철의 정령 메탈릭' 참전!
20240918	1100	20240920	1100	130600	999999	0	0	1	1	858	150	0	16384	0	0	6970	0	2500	0	500	0	30	0	★확률, 상세 내용은 배너를 클릭!★속성을 가지지 않는 적과 악마에 강한 캐릭터 '닌자아가씨 토모에' 참전!
20240918	1100	20240920	1100	130600	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		789	150	0	16384	0	0	6970	0	2500	0	500	0	30	0	★확률, 상세 내용은 배너를 클릭!★'엄지 동자' 참전! 초강력한 고대의 용사들!
20240920	1100	20240923	1100	130600	999999	0	0	1	1	890	150	0	0	0	0	6970	0	2500	0	500	1	30	0	★확률, 상세 내용은 배너를 클릭!★ 소환 능력을 가진 캐릭터 '포룡 건듀로스' 참전!
20240920	1100	20300101	000	130600	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		895	0	0	0	0	0	0	0	0	0	9500	0	500	0	★확률, 상세 내용은 배너를 클릭!★울슈레 이상 캐릭터 반드시 1개 확정 획득 가능!★레전드 뽑기★
20240920	1100	20300101	000	130600	999999	0	0	1	5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		894	0	0	0	0	0	0	0	0	0	10000	0	0	0	★확률, 상세 내용은 배너를 클릭!★울트라 슈퍼 레어 캐릭터 100% 획득 가능!★플래티넘 뽑기★
20240920	1100	20240923	1100	130600	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		881	150	0	0	0	0	6970	0	2500	0	500	1	30	0	★확률, 상세 내용은 배너를 클릭!★ 소환 능력을 가진 캐릭터 '알리칸토' 참전!
20240923	1100	20240930	1100	130600	999999	0	0	0	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		3	0	300	0	400	0	2000	0	7000	0	600	0	0	0	☆기간 한정★개다래를 획득할 수 있는 특별 뽑기!☆
20240923	1100	20240925	1100	130600	999999	0	0	1	1	842	150	0	16384	0	0	6970	0	2500	0	500	0	30	0	★확률, 상세 내용은 배너를 클릭!★공격 속도가 빠르고 파동을 내는 캐릭터 '광익신 이시스' 참전!
20240923	1100	20240925	1100	130600	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		823	150	0	16384	0	0	6970	0	2500	0	500	0	30	0	★확률, 상세 내용은 배너를 클릭!★3속성에 맷집이 좋은 캐릭터 '건설병단 스핑크스' 참전!
20240925	1100	20240927	1100	130600	999999	0	0	1	1	798	150	0	16384	0	0	6970	0	2500	0	500	0	30	0	★확률, 상세 내용은 배너를 클릭!★'썬더 잭' 참전! 정의와 어둠의 힘을 겸비한 구세주들!
20240925	1100	20240927	1100	130600	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		868	150	0	16384	0	0	6970	0	2500	0	500	0	30	0	★확률, 상세 내용은 배너를 클릭!★소환 능력을 가진 캐릭터 '페가사' 참전!
20240927	1100	20241004	1100	130600	999999	0	0	1	1	856	150	0	0	0	0	6800	0	2500	0	700	0	0	0	★확률, 상세 내용은 배너를 클릭!★울슈레 출현율 UP!!바스터즈 뽑기의 캐릭터들이 전부 집결!!
20240927	1100	20240930	1100	130600	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		811	150	0	16384	0	0	6970	0	2500	0	500	0	30	0	★확률, 상세 내용은 배너를 클릭!★'카오루가' 참전! 수수께끼에 싸인 생명체!
[end]
